Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP
Lincoln,MKZ,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,47670
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38650
Mercedes-Benz,ML55 AMG,regular unleaded,342.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,5650
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,79900
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,69900
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,104500
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,93400
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,69900
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,75000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,85000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,105000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,80000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,79500
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,66000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,134500
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,74500
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,71000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,75000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,89500
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,112000
Tesla,Model S,electric,227.0,6.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,70000
Dodge,Monaco,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2000
Dodge,Monaco,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2000
Dodge,Monaco,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2000
Pontiac,Montana SV6,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24250
Pontiac,Montana SV6,regular unleaded,196.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,27750
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26140
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,33790
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25815
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,30540
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,27590
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24165
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,29740
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23335
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,31035
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25885
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,30235
Pontiac,Montana,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,30210
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26040
Pontiac,Montana,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24520
Pontiac,Montana,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,27890
Pontiac,Montana,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,30420
Pontiac,Montana,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,27700
Chevrolet,Monte Carlo,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,22280
Chevrolet,Monte Carlo,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,24690
Chevrolet,Monte Carlo,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,28355
Chevrolet,Monte Carlo,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,24930
Chevrolet,Monte Carlo,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,20830
Chevrolet,Monte Carlo,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26330
Chevrolet,Monte Carlo,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,20330
Chevrolet,Monte Carlo,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,23430
Chevrolet,Monte Carlo,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27740
Chevrolet,Monte Carlo,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,22625
Chevrolet,Monte Carlo,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,21015
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27607
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,27777
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,29627
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22777
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,32887
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,31317
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,25087
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25637
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,27777
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,25217
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27607
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22907
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,32887
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,29627
Mitsubishi,Montero Sport,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25637
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,31317
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,26199
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,25999
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,28199
Mitsubishi,Montero Sport,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,23999
Mitsubishi,Montero,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,34999
Mitsubishi,Montero,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,35799
Mitsubishi,Montero,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,36159
McLaren,MP4-12C,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,229000
McLaren,MP4-12C,premium unleaded (required),616.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,239400
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28460
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,23490
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28515
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,22115
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,22950
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28515
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,22950
Mazda,MPV,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,22115
Toyota,MR2 Spyder,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,25645
Toyota,MR2 Spyder,premium unleaded (required),138.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24645
Toyota,MR2 Spyder,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,25895
Toyota,MR2 Spyder,regular unleaded,138.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24895
Toyota,MR2 Spyder,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,26145
Toyota,MR2 Spyder,regular unleaded,138.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25145
Toyota,MR2,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2000
Toyota,MR2,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2078
Toyota,MR2,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2254
Toyota,MR2,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2000
Toyota,MR2,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2038
Toyota,MR2,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2462
Bentley,Mulsanne,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,298900
Bentley,Mulsanne,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,303700
Bentley,Mulsanne,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,303700
Bentley,Mulsanne,premium unleaded (required),530.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,335600
Nissan,Murano CrossCabriolet,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible SUV,44540
Nissan,Murano CrossCabriolet,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible SUV,44540
Nissan,Murano CrossCabriolet,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible SUV,41995
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39000
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,38550
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40600
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,36950
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34220
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29560
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32620
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31160
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34400
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39180
Nissan,Murano,regular unleaded,250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,41730
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32800
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,38730
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29740
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40780
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31340
Nissan,Murano,regular unleaded,250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,42180
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,37130
Nissan,Murano,regular unleaded,250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,40130
Nissan,Murano,regular unleaded,250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,43780
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29740
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31340
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,37130
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,38730
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34400
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32800
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40780
Nissan,Murano,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39180
Lamborghini,Murcielago,premium unleaded (required),632.0,12.0,MANUAL,all wheel drive,2.0,Compact,Coupe,336400
Lamborghini,Murcielago,premium unleaded (required),632.0,12.0,MANUAL,all wheel drive,2.0,Compact,Convertible,369200
Lamborghini,Murcielago,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,345400
Lamborghini,Murcielago,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,378200
Lamborghini,Murcielago,premium unleaded (required),631.0,12.0,MANUAL,all wheel drive,2.0,Compact,Convertible,382400
Lamborghini,Murcielago,premium unleaded (required),631.0,12.0,MANUAL,all wheel drive,2.0,Compact,Coupe,354000
Lamborghini,Murcielago,premium unleaded (required),631.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,364000
Lamborghini,Murcielago,premium unleaded (required),631.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,392400
Lamborghini,Murcielago,premium unleaded (required),670.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,450000
Ford,Mustang SVT Cobra,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,3550
Ford,Mustang SVT Cobra,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3206
Ford,Mustang SVT Cobra,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3654
Ford,Mustang SVT Cobra,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,4059
Ford,Mustang SVT Cobra,regular unleaded,320.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,4584
Ford,Mustang SVT Cobra,regular unleaded,320.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,5193
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,41800
Ford,Mustang,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,29300
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,34800
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25300
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,46170
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,32300
Ford,Mustang,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,23800
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,29300
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,36300
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,36395
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,32395
Ford,Mustang,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24145
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,35145
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,29645
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,41895
Ford,Mustang,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,29645
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25645
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25645
Ford,Mustang,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24645
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,29645
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,42145
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,36645
Ford,Mustang,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,35145
Ford,Mustang,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,32645
Mazda,MX-3,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,MX-3,regular unleaded,88.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,MX-3,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,MX-3,regular unleaded,88.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,MX-3,regular unleaded,88.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,27505
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,30550
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,29265
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26905
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28665
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25980
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,27550
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,23720
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,28650
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29450
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,28650
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,27550
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,29265
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,23970
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29450
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,30550
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,27505
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26905
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,26230
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,32205
Mazda,MX-5 Miata,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,32655
Mazda,MX-5 Miata,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28665
Mazda,MX-5 Miata,premium unleaded (recommended),155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28600
Mazda,MX-5 Miata,premium unleaded (recommended),155.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,26395
Mazda,MX-5 Miata,premium unleaded (recommended),155.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,29330
Mazda,MX-5 Miata,premium unleaded (recommended),155.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,31270
Mazda,MX-5 Miata,premium unleaded (recommended),155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,30065
Mazda,MX-5 Miata,premium unleaded (recommended),155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24915
Mazda,MX-6,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Mazda,MX-6,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Mazda,MX-6,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Mazda,MX-6,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Mazda,MX-6,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Mazda,MX-6,regular unleaded,114.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Mazda,Navajo,regular unleaded,155.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Mazda,Navajo,regular unleaded,155.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Mazda,Navajo,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Mazda,Navajo,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Mazda,Navajo,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Mazda,Navajo,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Lincoln,Navigator,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,65055
Lincoln,Navigator,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,67220
